"isbn","title","author","summary","pages","year","language","publisher","subjects","genres"
"978-3-404-92114-0","Das Spiel des Patriarchen","Camilleri, Andrea","Commissario Montalbanos Spürsinn ist gefragt, als ein junger Mann ermordet in seiner Wohnung aufgefunden wird und ein altes Ehepaar, das mit ihm im Haus wohnt, spurlos verschwindet.","317","2011","ger","Bastei Lübbe","Kriminalbeamter; Mord; Fahndung","Fiktionale Darstellung"
"978-3-406-47992-2","Das Neue Testament","Theißen, Gerd","Eine Einführung in die Entstehung unterschiedlicher Schriften des Neuen Testaments, die alle in einem Zeitraum von 100 Jahren entstanden sind.","128","2015","ger","Beck","Einleitung","Einführung"
"978-3-406-49423-9","Kleines Lexikon der Sprachen","Haarmann, Harald","Erläutert die wichtigsten Sprachen und Sprachfamilien von Abchasisch bis Zulu.","454","2002","ger","Beck","Sprache; Sprache; Wörterbuch","Einführung"
"978-3-406-64056-8","Sozialphilosophie","Jaeggi, Rahel","Neuer Titel in der Reihe Beck Wissen: Fundierte kompakte Einführung in die Sozialphilosophie. V051.    https://www.amazon.de/Sozialphilosophie-Eine-Einf%C3%BChrung-Rahel-Jaeggi/dp/3406640567/ref=sr_1_1_twi_pap_1?s=books&ie=UTF8&qid=1513338588&sr=1-1","128","2017","ger","C. H. Beck","Sozialphilosophie","Einführung"
"978-3-406-65419-0","Nero","Malitz, Jürgen","Der Historiker der Uni Eichstätt beschreibt in seiner Biographie Leben und Wirken dieses römischen Kaisers, der als Archetyp des narzißtischen Tyrannen und Christenverfolgers in die Geschichte eingegangen ist. Jetzt ist die 3. Aufl. 2016 erschienen! In d. Bibl. sind keine alt. Aufl. mehr.     https://www.amazon.de/Nero-J%C3%BCrgen-Malitz/dp/3406654193/ref=sr_1_1_twi_pap_1?s=books&ie=UTF8&qid=1480077073&sr=1-1","128","2016","ger","Beck","","Biografie"
"978-3-406-66517-2","Recht in der Pflege","Weiß, Thomas","Lehrbuch für Pflegeberufe, das umfassend alle rechtlichen Aspekte beleuchtet.","280","2016","ger","C. H. Beck","Pflegepersonal; Recht","Lehrbuch"
"978-3-406-66552-3","Körpersprache - Das Trainingsbuch","Schmid-Egger, Christian","Der Titel überzeugt durch seine klare inhaltliche und optische Strukturierung, ist gut lesbar und verwendet aussagekräftige Abbildungen. Vorauflage von 2012 gut genutzt in 051 und 150. Letzter vergleichbarer Listentitel Sentürk, DSN 3787676 in 13 Bibliotheken. V 051 http://www.amazon.de/K%C3%B6rpersprache-Trainingsbuch-%C3%9Cberzeugend-auftreten-unbewussten/dp/3406665527/ref=sr_1_1?s=books&ie=UTF8&qid=1409316320&sr=1-1&keywords=9783406665523","280","2014","ger","C. H. Beck","Körpersprache; Erfolg; Körpersprache","Ratgeber; Ratgeber"
"978-3-406-66594-3","Atatürk","Kreiser, Klaus","Detaillierte Biografie des ""Vaters der modernen Türkei"" Mustafa Kemal Atatürk (1881-1938).","336","2014","ger","Beck","","Biografie"
"978-3-406-68211-7","Stechfliege Sokrates","Martens, Ekkehard","Der bewährte Autor zeigt gut verständlich, dass ""Philosophie jeden einzelnen und jede Zeit auf eine schmerzhafte Probe des Denkens stellen kann...Er führt durch die Geschichte der Philosophie von der Antike bis in die unmittelbare Gegenwart und zeigt das Denken als Provokation. Gute Philosophie kann nerven."" V051.      http://www.amazon.de/Stechfliege-Sokrates-Warum-Philosophie-wehtun/dp/3406682111/ref=sr_1_1_twi_pap_1?s=books&ie=UTF8&qid=1443603436&sr=1-1","207","2015","ger","C. H. Beck","Philosophie","Einführung"
"978-3-406-68791-4","Immobilienfinanzierung","Hölting, Michael","Ratgeber zu allen Fragen rund um den Bau oder Kauf einer Immobilie, wie Eigenkapitalprüfung, staatliche Förderung, Finanzierungsformen.","281","2016","ger","C. H. Beck","Baufinanzierung; Grundstückskauf; Finanzierung; Hauskauf; Finanzierung; Grundstückskauf; Hauskauf; Finanzierung","Ratgeber; Ratgeber; Ratgeber; Ratgeber"
"978-3-406-69770-8","Wohin die Erinnerung führt","Friedländer, Saul","2007 wurde in der Frankfurter Paulskirche dem bekannten israelischen Historiker Saul Friedländer der Friedenspreis des Deutschen Buchhandels verliehen:  Der Autor, 1932 in Prag als Kind deutschsprachiger Juden geboren, flüchtete mit der Familie nach dem Einmarsch der Deutschen nach Frankreich. Als das Leben dort immer bedrohlicher wurde, wurde er unter falschem Namen in ein katholisches Internat gebracht. Seine Eltern kamen um, er selber wurde gerettet - als vermeintlicher Katholik. Doch dann, als er sich in Paris auf das Abitur vorbereitet, holt ihn die Vergangenheit ein. In einem langwierigen Prozeß wendet er sich dem Judentum zu. 1948 wandert er nach Israel aus, wo er als glühender Zionist für die Gründung eines jüdischen Staates kämpfen will. Der Fünfzehnjährige fälscht das Geburtsdatum in seinem Pass und schifft sich auf der ""Altalena"" ein. In kurzer Zeit lernt er hebräisch und die jüdische Kultur kennen, doch schon bald zieht es ihn wieder zurück nach Paris. Er studiert und erkennt immer deutlicher, wohin die Suche nach der eigenen Identität ihn führen wird, in die Erinnerung an jenes Ereignis, dem sechs Millionen Juden zum Opfer gefallen sind.V051 ist bereits mehrfach vorgemerkt!     https://www.amazon.de/Wohin-die-Erinnerung-f%C3%BChrt-Leben/dp/3406697704/ref=sr_tnr_p_1_1076738_1_twi_har_1?s=books&ie=UTF8&qid=1475576675&sr=1-1","329","2016","ger","Beck","","Autobiografie"
"978-3-406-69780-7","Wie soll ich leben? oder das Leben Montaignes in einer Frage und zwanzig Antworten","Bakewell, Sarah","Engagiert und kenntnisreich schildert die englische Schriftstellerin Sarah Bakewell Leben und literarische Entwicklung des französischen Schriftstellers und Philosophen Michel de Montaigne (1533-1592) und erzählt aufschlussreiche Geschichten über dessen Essais und Leser.","416","2016","ger","C. H. Beck Paperback","","Biografie"
"978-3-406-70105-4","Martin Luther","Schilling, Heinz","Profunde Biografie Martin Luthers, die den Reformator als von seiner Zeit geprägten, diese aber auch prägende Gestalt herausstellt und auch seine Gegner zu ihrem Recht kommen lässt.","728","2016","ger","C. H. Beck","","Biografie"
"978-3-406-70315-7","Die 101 wichtigsten Fragen - Christentum","Claussen, Johann Hinrich","Umfassende schülergeeignete Einführung in das Christentum in der bewährten Reihe, in einer Neuauflage. Ausg. 2006 (DSN 3301575) noch vorh. in 129 und 148. Ergänzt Störmer (DSN 4028525, 7x).  https://www.amazon.de/Die-101-wichtigsten-Fragen-Christentum/dp/3406703151/ref=sr_1_1?s=books&ie=UTF8&qid=1484322621&sr=1-1&keywords=9783406703157","150","2016","ger","Beck","Christentum","Einführung"
"978-3-406-75112-7","Was ist Kunst?","Hauskeller, Michael","Reihenfortsetzung! Die sehr gut verständliche Darstellung der wichtigsten Theorien der Ästhetik von der griechischen Antike bis zur Gegenwart erscheint in 11. Auflage 2020! Die 10. Auflage von 2013 (DSN 3921548 in 051) kann bleiben. Keine älteren Aufl. in den Bibl..     https://www.amazon.de/Was-ist-Kunst-Positionen-%C3%84sthetik/dp/3406751121/ref=sr_1_1?Adv-Srch-Books-Submit.x=0&Adv-Srch-Books-Submit.y=0&__mk_de_DE=%C3%85M%C3%85Z%C3%95%C3%91&qid=1581672214&refinements=p_66%3A9783406751127&s=books&sr=1-1&unfiltered=1","108","2020","ger","C. H. Beck","¬Das¬ Kunstschöne; Ästhetik","Einführung"
"978-3-407-25740-6","Einführung in die Sozialisationstheorie","Hurrelmann, Klaus","Das Standardwerk fasst wichtige Theorien und Methoden der Sozialisationsforschung zusammen und bietet wesentliche Untersuchungsergebnisse zur Sozialisation in Familien, Erziehungs- und Bildungssystemen, Gleichaltrigengruppen und Medien. Das übersichtlich gestaltete Lehrbuch mit Übungsfragen  wendet sich an Lehramtsstudierende und Studierende benachbarter Fachrichtungen. Ältere Aufl. sind in d. Bibl. schon alle abgeschrieben.     http://www.amazon.de/Einf%C3%BChrung-die-Sozialisationstheorie-Klaus-Hurrelmann/dp/3407257406/ref=sr_1_1_twi_pap_1?s=books&ie=UTF8&qid=1439988321&sr=1-1","256","2015","ger","Beltz","Sozialisation; Sozialisation; Theorie","Einführung"
"978-3-407-36551-4","Warming-up in Seminar und Training","König, Stefan","König zeigt, wie sich angespannte Anfangssituationen in einem Seminar mit Übungen und kleinen Projektideen auflockern lassen, wie Lernprozesse initiiert und am Laufen gehalten werden können und wie den Teilnehmern einer Veranstaltung auch 'mal ein Ausgleich zur geistigen Arbeit geboten werden kann.","160","2014","ger","Beltz","Kurs; Gruppenspiel","Beispielsammlung"
"978-3-407-73008-4","Na warte, sagte Schwarte","Heine, Helme","Zur Nachbeschaffung. Preiswerte Neuauflage des Klassikers. In 146 und 128 vorhanden. TW 133","32","2008","ger","Beltz & Gelberg","Hochzeit; Schwein","Bilderbuch; Bilderbuch"
"978-3-407-74104-2","Ich hätte nein sagen können","Thor, Annika","Mit dem Ende der Sommerferien, endet auch die Freundschaft zwischen Nora und Sabina. Sabina ist jetzt mit der Klassenschönheit Fanny zusammen, und ausgerechnet die altmodische Karin mit dem Monsterbusen rückt der ""verlassenen"" Nora auf die Pelle. Nora hätte nein sagen können und lässt es trotzdem zu, dass die Außenseiterin auf der Klassenfete bloßgestellt wird. (Verl.) (Ausgezeichnet mit dem Augustpreis / Schweden 1997 - nominiert für den Deutschen Jugendliteraturpreis) Wichtiger Titel zum Thema Mobbing. Zur Nachbeschaffung. (vgl. DS 00175508 noch 4 Ex. in 143; 145; 176 vorh. / 56 Löschex.) Titelwunsch SBA, wegen Nachfrage von Lehrkräften. Taschenbuch.                https://www.amazon.de/Ich-h%C3%A4tte-Nein-sagen-k%C3%B6nnen/dp/3407741049/ref=sr_1_1_twi_pap_1?s=books&ie=UTF8&qid=1516694713&sr=1-1&keywords=9783407741042","160","2016","ger","Beltz & Gelberg","Weibliche Jugend; Mobbing","Kinderbuch"
"978-3-407-74110-3","Emmaboy tomgirl","Nelson, Blake","Kaum zu glauben, aber nach einem Zusammenprall auf dem Trampolin ist es passiert: Emma findet sich im Körper von Tom wieder und Tom in Emmas Körper. Was nun? Eine irrwitzige Story über Geschlechterunterschiede, Rollenklischees und Vorurteile. Ab 11.","210","2019","ger","Beltz & Gelberg","Schulklasse; Geschlechtsunterschied; Streit; Grenzsituation; Weibliche Jugend; Rollentausch; Männliche Jugend; Verlieben","Jugendbuch; Jugendbuch"
"978-3-407-74189-9","Tim und der schrecklichste Bruder der Welt","Colfer, Eoin","Tim kann sich mit seinen Problemen nicht an seine Eltern wenden, da diese immer von seinen Brüdern in Beschlag genommen werden. So wendet er sich an seinen Opa, der ihm aber auch seine Probleme schildern will und ein Spiel daraus macht: Wer das größere Problem hat, soll gewinnen. Ab 8.","91","2014","ger","Gulliver","Junge; Abenteuer","Kinderbuch"
"978-3-407-74233-9","Nathan und seine Kinder","Pressler, Mirjam","Jerusalem 1191: Als Sultan Saladin einen Tempelritter begnadigt und dieser dann die Tochter des Juden Nathan rettet, entwickelt sich in der Folge ein Dialog zwischen den Vertretern der 3 großen Religionen Islam, Judentum und Christentum. Nach der Vorlage von Lessings Drama ""Nathan der Weise"". Ab 14.","257","2011","ger","Beltz & Gelberg","Einwohner; Religiöse Toleranz","Jugendbuch"
"978-3-407-74329-9","Ein Buch für Hanna","Pressler, Mirjam","Die 14-jährige Hanna verlässt 1939 mit einer zionistischen Jugendgruppe Deutschland mit Ziel Palästina. Doch der Weg führt über Dänemark direkt ins Konzentrationslager Theresienstadt und ist mit unsäglichem Leid gepflastert. Erst 1948 und nach weiteren Stationen erreicht sie Palästina. Ab 14.","35","2012","ger","Beltz & Gelberg","Juden; Flucht; Weibliche Jugend; Jüdin","Jugendbuch; Jugendbuch"
"978-3-407-74436-4","Jackpot","Knösel, Stephan","Den Brüdern Chris und Phil steht das Wasser bis zum Hals. Da beobachtet Chris, wie ein Auto gegen einen Baum kracht. Im Kofferraum: ein geheimnisvolles Mädchen und eine Tasche voller Geld! Dumm nur, dass Chris und Phil nicht die einzigen sind, die scharf darauf sind. Das Mädchen, Sabrina, erzählt ihnen aberwitzige Geschichten, ein paar Vorortschläger haben Wind vom Geld bekommen und auch die Polizei will mitreden. Doch sie alle sind nichts gegen den Mann, der das Auto fuhr.  Er hat nichts mehr zu verlieren und würde töten für den Jackpot. Der Krimi lebt von den vielen verschiedenen Erzählperspektiven, die die Geschichte weiterführen und die gleichzeitig den Plot wie ein Drehbuch erscheinen lassen. Hinzu kommt, dass die gesamte Geschichte im Münchner Hasenbergl stattfindet und somit viel Lokalkolorit enthält. Ein spannender, flüssig zu lesender Krimi. Da der Autor in München lebt, besteht sicherlich die Möglichkeit ihn zu einer Lesung einzuladen.","35","2013","ger","Beltz & Gelberg","Geschwister; Männliche Jugend; Geld; Geheimnis; Geschwister; Rettung; Weibliche Jugend; Verlieben; Eifersucht; Geschwister; Weibliche Jugend; Verfolgungsjagd; Polizei; Krimineller","Jugendbuch; Jugendbuch; Jugendbuch"
"978-3-407-74703-7","Rosie und Moussa","De Cock, Michael","Moussa will Rosie unbedingt zeigen, wie schön die Stadt von oben aussieht. Natürlich ist es strrrrengstens verboten sich auf dem Dach aufzuhalten, weshalb auch keiner wissen darf, dass sie dort oben sind. Und dann sind sie plötzlich ausgeschlossen; die einzige Tür nach unten ist zu. Ab 8.","88","2016","ger","Beltz & Gelberg","Mädchen; Wohnungswechsel; Annäherung; Junge; Verbot; Nachbar; Rettung","Kinderbuch"
"978-3-407-75334-2","Ostfriesische Inseln","Sokolowski, Ilka","Kinderreiseführer der neuen Beltz und Gelberg Reihe (vgl. ""Berlin"", ""Dänemark"" und ""Österreich""). Alle 7 ostfriesischen Inseln werden auf 4 bis 6 Seiten mit Bild- und Kartenmaterial vorgestellt. Nordsee, Wattenmeer, die Tier- und Pflanzenwelt stehen dabei im Mittelpunkt. Kurze Infokapitel informieren knapp über Piraten, Buddelschiffe, Teezeremonien, Strandgut, Leuchttürme und Seenotrettung. Besonders auf Kinder zugeschnittene Ausflugstipps und Angebote. Familien werden den Führer mit Gewinn nutzen. Allerdings auch hier die Einschränkung für Bibliotheken wegen der zahlreichen Eintragmöglichkeiten. V019(2),132","94","2007","ger","Beltz","","Führer; Kindersachbuch"
"978-3-407-75337-3","Berlin","Sokolowski, Ilka","Beltz und Gelberg legt eine neue Reihe von Kinderreiseführern zu den beliebtesten Urlaubszielen von Familien vor (vgl.""Dänemark"", ""Österreich"" und ""Ostfriesische Inseln""). Der Führer bietet einen soliden Mix aus Beschreibung von Routen, Land und Leuten, Spiel und Spaß und Einblicken in die Geschichte. Einziges für Bibliotheken nicht unwesentliches Problem sind die sehr zahlreichen Eintrag- und Ausschneidemöglichkeiten (Ankreuzlisten zum Kofferpacken, Adressfelder für Urlaubspostkarten, Liste zum Abhaken der besuchten Sehenswürdigkeiten usw.). Wer darüber hinwegsieht, bietet Kindern und ihren Eltern mit dieser neuen Reihe sicherlich gute Anregungen und gibt zahlreiche kindertaugliche Gestaltungsmöglichkeiten, um die Hauptstadt Berlin zu entdecken. Nach ID. V019(2),132","93","2007","ger","Beltz","","Führer; Kindersachbuch"
"978-3-407-75338-0","Ruhrgebiet","Sokolowski, Ilka","Im Ruhrgebiet gibt es viele aufregende Dinge zu entdecken. Dieser Kinderreiseführer bietet Informationen, Tipps und Ratschläge, um einen Besuch in dieser Region anregend und abwechslungsreich zu gestalten. Ab 9.","77","2008","ger","Beltz","","Führer; Kindersachbuch"
"978-3-407-75354-0","Warum haben wir Sand in den Augen und Schmetterlinge im Bauch?","Brater, Jürgen","Warum knurrt ein leerer Magen? Macht Schokolade wirklich Pickel? Können wir im Schlaf lernen? Ist Küssen wirklich gesund? - 146 spannende und alltägliche Fragen und Antworten rund um unseren Körper in einem ganz normalen Tagesablauf der 12-jährigen Zwillinge Leonie und Daniel. Ab 12.","240","2011","ger","Beltz & Gelberg","Physiologie","Jugendsachbuch"
"978-3-407-75358-8","Berlin","Sokolowski, Ilka","Der umfassende, gut gegliederte und einfühlsam auf die Interessen von Kindern eingehende Stadtführer eignet sich für spannende Entdeckungen in Berlin. Mit Fotos, übersichtlichen Karten, einem Aktivitätsteil und einem Plan der Berliner Verkehrsbetriebe zur Orientierung. Ab 9.","117","2011","ger","Beltz & Gelberg","","Führer; Kindersachbuch"
"978-3-407-75469-1","Wie viel wärmer ist 1 Grad?","Scharmacher-Schreiber, Kristina","Wird es wirklich immer wärmer? Kann man ein Grad Unterschied überhaupt spüren? Kinder wollen verstehen, was Klimawandel bedeutet. In anschaulichen Bildern und kurzen Texten werden die Zusammenhänge erklärt: Warum gibt es auf der Erde verschiedene Klimazonen? Wie funktioniert der Treibhauseffekt? Woher weiß man, wie das Klima früher war? Es wird auch gezeigt, wie unser Handeln im Alltag das Klima beeinflusst. Und wie jeder die Erde schützen kann! Buch aus 100% Recyclingpapier, ohne Folienkaschierung, mit mineralölfreien Druckfarben. Listenschwerpunkt!    https://www.amazon.de/Wie-viel-w%C3%A4rmer-ist-Grad/dp/3407754698/ref=sr_1_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=9783407754691&qid=1568101615&s=gateway&sr=8-1","93","2019","ger","Beltz & Gelberg","Klimaänderung","Kindersachbuch"
"978-3-407-75817-0","Die Schnecke und der Buckelwal","Scheffler, Axel","Eingängige, witzige Reime und leuchtende Bilder erzählen von einer Schnecke und einem Wal, die miteinander auf Reisen gehen und gefährliche Abenteuer bestehen. - Ein zauberhafter Klassiker, gezeichnet von Axel Scheffler, gereimt von Julia Donaldson. (Verl.) Zur Nachbeschaffung. (DS 4321803 in 019;123;141; DS 4196519 19 Ex.)                       https://www.amazon.de/Die-Schnecke-Buckelwal-Vierfabiges-Mitmachseiten/dp/3407758170/ref=sr_1_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1SGMNDI8WVQMB&keywords=9783407758170&qid=1686911386&sprefix=9783407758170%2Caps%2C123&sr=8-1","30","2020","ger","Beltz & Gelberg","Wasserschnecken; Buckelwal; Weltreise; Buckelwal; Lebensgefahr; Wasserschnecken; Lebensrettung","Bilderbuch; Bilderbuch"
"978-3-407-75831-6","Luzie Libero und der süße Onkel","Lindenbaum, Pija","Luzie liebt ihren Onkel Tommy, der viel mit ihr unternimmt und sich tolle Geschenke ausdenkt. Aber eines Tages taucht Günther auf ... Ab 4.","34","2020","ger","Beltz","Mädchen; Freundschaft; Onkel; Partner; Eifersucht","Bilderbuch"
"978-3-407-76022-7","Komm, wir finden einen Schatz","Janosch","Kinderbuchklassiker. (vgl. DS 3438226 in 128, weitere einzelne Ex. alle Erscheinungsjahr vor 2006) Zur Nachbeschaffung.                   https://www.amazon.de/Komm-wir-finden-einen-Schatz/dp/3407805551/ref=sr_1_1_twi_har_1?ie=UTF8&qid=1507719092&sr=8-1&keywords=9783407805553","46","2017","ger","Beltz & Gelberg","Schatzsuche","Bilderbuch"
"978-3-407-76129-3","Der feine Arthur","Boujon, Claude","ID: Arthur ist ein feiner Pinkel. Mit einem Empfehlungsbrief kommt er zu seinen Verwandten Rattino, Rattina und Rattinus, die auf einer Baustelle in Kanalröhren wohnen. Weil er blaß ist und nach nichts riecht, mögen sie ihn nicht. Außerdem duscht er, trägt bei der Arbeit Handschuhe, ißt mit Messer und Gabel und, was das Maß voll macht, er liest Bücher. Also paßt er nicht zu ihnen, also muß er weg. Doch dann überrascht der große Hund sie und richtet alle übel zu, auch Arthur. Ratten sind Ratten, ob schmuddelig oder feine Pinkel. Geteiltes Leid schafft Solidarität. Arthur darf bleiben. Jetzt gehört er dazu. Ob uns auch solch ein großer Hund fehlt? Witz in Wort und Bild. Beachtliche Karikaturen.","31","2014","ger","Beltz & Gelberg","Verschiedenheit; Toleranz; Ratte","Bilderbuch; Bilderbuch"
